lu_1987,lu_1998
Palm,Palm
Palm,Palm
Palm,Palm
Palm,Palm
Palm,Palm
Palm,Grassland
Palm,Grassland
Palm,Grassland
Palm,Grassland
Palm,Grassland
Palm,Grassland
Palm,Grassland
Palm,Grassland
Palm,Grassland
Palm,Grassland
Palm,Grassland
Palm,Grassland
Palm,Grassland
Palm,Grassland
Palm,Grassland
Palm,Grassland
Palm,Grassland
Palm,Grassland
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Forest
Palm,Teak / Melina
Palm,Teak / Melina
Palm,Teak / Melina
Palm,Teak / Melina
Palm,Teak / Melina
Palm,Teak / Melina
Mangrove,Mangrove
Mangrove,Mangrove
Mangrove,Mangrove
Mangrove,Mangrove
Mangrove,Grassland
Mangrove,Grassland
Mangrove,Forest
Mangrove,Forest
Mangrove,Forest
Mangrove,Forest
Mangrove,Forest
Mangrove,Forest
Mangrove,Forest
Mangrove,Forest
Mangrove,Forest
Mangrove,Forest
Mangrove,Forest
Mangrove,Forest
Mangrove,Forest
Mangrove,Forest
Mangrove,Forest
Mangrove,Forest
Mangrove,Forest
Mangrove,Forest
Mangrove,Forest
Mangrove,Forest
Mangrove,Forest
Mangrove,Forest
Mangrove,Forest
Mangrove,Forest
Mangrove,Forest
Mangrove,Forest
Mangrove,Forest
Mangrove,Forest
Grassland,Palm
Grassland,Palm
Grassland,Palm
Grassland,Palm
Grassland,Palm
